CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Potato,90,79.38,23.72,62.17,0
Rice,94,89.51,38.2,82.18,0
Cotton,65,77.13,31.66,66.39,0
Potato,90,36.32,22.94,68.66,0
Rice,49,66.78,28.38,64.59,0
Sugarcane,133,34.4,28.34,85.01,1
Potato,48,67.38,13.86,70.37,0
Rice,19,33.17,31.1,65.06,1
Maize,74,77.62,15.42,59.42,0
Rice,73,64.42,35.82,82.73,0
Maize,137,89.02,27.99,81.53,0
Cotton,27,18.93,37.08,56.55,1
Potato,73,12.35,25.66,57.58,1
Potato,134,80.06,24.99,80.07,0
Rice,104,21.68,24.32,78.05,1
Cotton,10,16.09,33.59,54.36,1
Maize,7,94.79,24.67,68.47,0
Potato,3,26.59,19.69,67.9,1
Wheat,3,19.79,26.14,52.85,1
Wheat,7,25.73,16.16,58.77,1
Rice,94,33.93,29.63,70.86,1
Cotton,102,12.61,32.5,54.78,1
Wheat,14,18.53,24.74,53.57,1
Wheat,115,72.49,24.26,61.06,0
Cotton,16,83.35,31.73,61.54,0
Potato,24,59.6,21.14,60.86,0
Sugarcane,89,84.44,28.36,73.46,0
Maize,54,71.52,25.11,78.63,0
Maize,143,31.84,29.77,61.33,1
Wheat,120,83.43,22.87,53.29,0
Rice,103,16.05,24.67,92.76,1
Maize,139,91.3,26.73,67.86,0
Rice,76,93.26,30.62,84.08,0
Cotton,28,78.54,35.54,54.84,0
Potato,89,27.97,19.79,72.7,1
Potato,78,67.33,21.57,65.68,0
Wheat,3,23.97,28.71,57.99,1
Sugarcane,24,77.3,34.67,42.69,0
Wheat,142,11.75,13.27,69.52,1
Rice,145,26.36,36.0,77.29,1
Maize,74,84.27,30.56,54.4,1
Sugarcane,93,93.57,26.61,54.83,0
Maize,94,86.46,29.51,60.63,0
Sugarcane,29,15.34,22.27,56.68,1
Sugarcane,122,94.36,34.22,75.53,0
Sugarcane,128,36.66,32.3,75.61,1
Wheat,48,65.4,14.39,45.29,0
Sugarcane,58,48.74,43.7,91.24,0
Potato,41,55.18,27.29,80.78,0
Potato,109,12.86,15.85,48.92,1
Wheat,121,88.09,25.49,57.48,0
Cotton,29,94.74,25.47,71.28,0
Rice,147,18.32,30.56,73.86,1
Sugarcane,122,58.16,34.16,67.28,0
Maize,112,40.68,27.42,72.7,0
Rice,48,78.8,27.92,72.04,0
Potato,90,72.15,24.15,61.27,0
Maize,58,58.62,24.61,71.27,0
Cotton,134,47.65,31.37,74.07,0
Wheat,85,61.6,17.33,43.48,0
Potato,73,75.75,15.85,79.95,0
Rice,143,32.1,26.98,70.1,1
Cotton,72,76.16,27.71,67.06,0
Sugarcane,32,89.15,24.9,89.51,0
Sugarcane,45,37.72,29.78,75.93,1
Potato,104,66.28,28.03,62.05,0
Rice,70,77.21,45.06,90.88,0
Wheat,96,11.48,26.02,55.43,1
Rice,84,15.73,22.45,95.53,1
Potato,4,28.97,28.22,63.46,1
Cotton,128,72.68,18.79,77.88,0
Wheat,10,34.13,18.96,74.87,0
Cotton,69,64.56,30.44,64.72,0
Rice,80,24.95,34.8,90.3,1
Rice,32,16.55,29.26,82.28,1
Sugarcane,77,44.62,32.62,70.39,0
Sugarcane,21,93.34,24.02,70.54,0
Cotton,58,27.44,28.11,63.87,0
Potato,113,58.44,16.09,70.31,0
Potato,129,49.59,22.9,62.71,0
Potato,42,48.5,11.3,64.71,0
Potato,125,64.05,24.53,76.22,0
Sugarcane,11,39.87,27.63,71.9,1
Rice,51,41.66,34.51,77.34,1
Potato,115,33.2,7.55,60.84,1
Wheat,135,56.16,25.17,47.26,0
Maize,78,14.45,25.02,67.44,1
Potato,94,83.98,23.7,77.55,0
Potato,113,32.69,18.83,54.07,1
Wheat,73,65.27,14.16,45.56,0
Maize,31,40.54,27.69,72.41,0
Wheat,35,17.51,14.98,75.93,1
Cotton,101,78.59,27.93,52.8,0
Cotton,70,39.67,34.7,66.35,0
Rice,117,10.19,30.59,62.04,1
Sugarcane,54,27.14,25.18,66.0,1
Cotton,121,79.86,40.05,50.63,0
Rice,50,34.65,22.9,85.7,1
Wheat,138,69.55,18.77,60.55,0
Maize,84,85.87,24.58,48.19,0
Maize,33,56.67,19.52,63.66,0
Sugarcane,6,72.93,31.69,69.73,0
Cotton,26,83.5,28.1,60.27,0
Wheat,25,57.33,15.92,68.95,0
Wheat,30,84.05,22.39,60.34,0
Maize,117,88.78,21.82,55.37,0
Potato,132,66.74,20.36,70.72,0
Rice,89,63.36,34.99,78.81,0
Sugarcane,125,13.54,30.93,81.13,1
Potato,116,15.55,20.56,96.26,1
Sugarcane,117,34.4,30.16,91.17,1
Potato,13,24.16,17.35,78.26,1
Rice,78,14.12,35.97,70.93,1
Rice,83,17.85,30.74,73.78,1
Rice,25,59.55,37.83,73.86,1
Wheat,37,56.87,14.8,82.93,0
Maize,66,27.17,21.47,84.69,1
Potato,123,47.84,21.51,49.81,0
Cotton,107,57.35,28.75,45.43,0
Potato,103,91.58,23.05,91.43,0
Potato,4,14.65,11.61,57.31,1
Maize,35,33.76,25.45,79.81,1
Sugarcane,97,46.51,25.62,79.19,0
Wheat,93,18.86,16.52,58.71,1
Potato,45,82.52,12.4,69.28,0
Rice,80,64.18,35.03,88.19,0
Maize,11,51.32,28.49,87.45,0
Sugarcane,67,88.37,29.88,87.5,0
Wheat,94,82.71,17.98,60.88,0
Wheat,29,16.73,23.99,61.59,1
Maize,69,50.37,31.14,50.26,1
Potato,41,28.26,17.65,56.86,1
Sugarcane,25,25.23,35.39,69.79,1
Maize,114,33.28,20.5,69.22,1
Potato,129,61.05,13.68,74.72,0
Cotton,79,42.46,34.65,73.11,0
Rice,124,26.14,39.91,103.92,1
Cotton,46,66.85,33.56,51.11,0
Wheat,72,67.48,18.51,58.37,0
Wheat,5,80.05,15.52,67.57,0
Sugarcane,25,73.98,33.17,71.97,0
Potato,27,25.03,18.0,59.85,1
Cotton,146,26.26,29.65,77.83,0
Sugarcane,140,92.36,25.85,66.53,0
Rice,57,51.86,29.66,62.4,1
Maize,32,94.44,21.5,58.51,0
Rice,137,73.71,25.21,89.85,0
Wheat,35,39.71,23.23,51.43,0
Potato,52,66.74,21.83,65.77,0
Maize,66,90.39,24.32,68.17,0
Potato,16,43.72,22.93,57.95,0
Sugarcane,133,75.62,32.11,74.65,0
Maize,135,21.27,32.69,56.84,1
Maize,125,44.89,23.91,61.58,0
Wheat,24,29.6,23.58,52.99,1
Sugarcane,71,31.94,31.06,75.24,1
Cotton,9,42.27,27.88,50.06,0
Rice,145,16.86,32.94,70.43,1
Sugarcane,15,81.06,26.57,60.77,0
Potato,118,72.92,20.31,50.52,0
Rice,96,50.1,33.47,70.14,1
Cotton,90,44.68,32.55,73.42,0
Maize,72,27.77,31.14,52.6,1
Wheat,59,86.48,23.58,51.68,0
Sugarcane,56,84.0,38.7,66.73,0
Maize,80,30.91,31.63,57.34,1
Rice,93,18.8,26.13,80.24,1
Wheat,18,50.28,28.74,65.56,0
Sugarcane,63,15.17,27.33,69.1,1
Cotton,100,51.34,37.35,57.19,0
Sugarcane,75,32.07,33.02,91.62,1
Sugarcane,47,35.61,26.37,75.09,1
Wheat,31,85.6,24.81,65.13,0
Rice,77,18.54,20.38,86.08,1
Wheat,101,42.72,23.16,68.02,0
Rice,28,78.03,24.39,76.0,0
Cotton,32,75.29,33.09,58.44,0
Sugarcane,142,83.5,22.55,63.46,0
Potato,29,65.39,29.6,65.92,0
Maize,146,74.43,20.68,66.82,0
Rice,22,64.37,32.52,73.91,0
Maize,41,54.26,24.06,63.26,0
Sugarcane,75,27.09,38.24,72.08,1
Maize,96,83.65,18.89,74.66,0
Wheat,81,70.49,22.13,66.2,0
Wheat,117,74.33,15.45,52.9,0
Cotton,149,10.06,25.94,56.87,1
Rice,46,31.76,29.37,108.42,1
Cotton,31,91.14,24.55,55.56,0
Rice,86,23.81,33.45,88.22,1
Cotton,18,45.93,33.17,64.88,0
Rice,1,58.04,34.5,64.16,1
Maize,105,46.13,22.88,73.08,0
Potato,141,17.61,21.37,61.69,1
Rice,99,20.49,21.14,59.92,1
Rice,94,45.58,22.89,83.5,1
Maize,81,23.9,24.39,62.52,1
Sugarcane,41,15.33,26.68,84.03,1
Potato,103,75.23,18.15,62.76,0
Wheat,17,47.9,11.99,59.12,0
Sugarcane,63,39.8,35.8,81.52,1
Maize,57,32.62,32.51,58.24,1
Sugarcane,95,12.47,32.46,58.91,1
Sugarcane,40,59.85,21.9,57.26,0
Potato,107,23.25,16.59,59.27,1
Maize,6,44.41,20.26,54.15,0
Wheat,57,65.01,29.08,52.08,0
Wheat,147,79.09,21.62,56.97,0
Cotton,25,91.37,30.33,62.2,0
Maize,40,17.59,16.96,81.52,1
Maize,34,57.45,29.46,43.25,0
Potato,78,76.43,21.31,85.16,0
Sugarcane,61,22.72,27.46,77.77,1
Rice,44,61.77,22.67,86.54,0
Rice,111,18.3,29.61,84.81,1
Potato,106,72.13,20.86,79.95,0
Maize,29,26.4,26.88,60.45,1
Wheat,14,69.85,20.24,46.01,0
Cotton,52,50.14,24.62,47.27,0
Sugarcane,61,85.85,21.23,64.85,0
Cotton,27,89.89,31.15,57.81,0
Maize,3,76.72,29.0,68.64,0
Potato,8,17.93,17.52,58.12,1
Potato,34,35.23,19.52,54.52,0
Cotton,66,55.53,37.34,59.35,0
Cotton,123,14.12,21.78,56.35,1
Maize,40,11.73,19.76,61.15,1
Rice,111,92.95,24.47,94.32,0
Rice,31,61.34,34.1,89.27,0
Rice,11,55.28,33.97,57.06,1
Sugarcane,46,45.48,23.94,56.68,0
Maize,131,46.46,28.62,71.6,0
Cotton,63,26.71,24.56,62.13,0
Rice,17,20.59,29.9,94.42,1
Wheat,21,48.82,21.56,58.98,0
Rice,103,61.8,33.02,85.4,0
Rice,114,71.22,28.43,77.68,0
Cotton,28,10.14,26.07,48.07,1
Rice,111,29.77,32.93,79.58,1
Maize,41,37.75,28.84,66.72,0
Sugarcane,99,87.46,22.08,58.23,0
Sugarcane,52,64.12,28.38,81.95,0
Wheat,124,70.69,24.08,77.83,0
Wheat,133,24.38,25.89,56.06,1
Wheat,55,86.33,17.96,67.77,0
Potato,142,36.34,22.8,62.05,0
Maize,73,54.77,25.46,84.32,0
Potato,84,22.55,24.67,69.75,1
Wheat,71,38.59,23.53,55.42,0
Rice,108,88.53,29.17,80.1,0
Potato,111,75.08,19.28,69.43,0
Rice,145,56.24,27.52,67.53,1
Rice,61,55.22,25.86,72.47,1
Potato,138,79.76,18.4,70.27,0
Cotton,32,87.96,29.2,53.43,0
Wheat,53,78.24,22.73,60.95,0
Wheat,75,93.08,22.73,67.8,0
Potato,46,17.38,21.63,72.77,1
Cotton,53,66.44,24.8,48.66,0
Wheat,95,79.18,11.13,53.08,0
Maize,105,42.86,22.84,56.38,0
Sugarcane,75,10.95,25.46,73.48,1
Potato,15,52.49,22.86,55.28,0
Potato,126,63.27,24.84,90.89,0
Cotton,22,45.71,29.16,62.59,0
Potato,39,18.15,14.31,48.6,1
Sugarcane,128,28.78,25.23,66.78,1
Sugarcane,13,50.98,33.26,56.31,0
Potato,48,44.48,21.61,67.07,0
Potato,83,85.55,22.25,70.13,0
Wheat,60,73.49,13.88,63.14,0
Cotton,143,87.13,37.87,46.58,0
Cotton,90,45.37,27.59,58.32,0
Maize,124,73.0,27.6,63.59,0
Potato,16,34.03,23.86,51.25,1
Sugarcane,52,85.1,27.29,71.05,0
Maize,17,91.55,20.75,75.3,0
Wheat,27,15.66,17.9,69.99,1
Cotton,123,17.7,32.16,58.61,1
Sugarcane,79,90.5,25.81,69.6,0
Wheat,112,70.41,28.31,66.21,0
Maize,10,22.32,34.49,70.81,1
Potato,133,85.76,20.08,76.12,0
Maize,120,23.33,22.96,58.83,1
Rice,74,85.71,34.72,82.81,0
Sugarcane,83,49.38,27.63,74.99,0
Potato,40,53.33,22.56,55.45,0
Cotton,25,87.55,35.24,54.13,0
Sugarcane,8,48.08,30.17,69.86,0
Sugarcane,87,14.82,19.11,76.34,1
Cotton,49,63.05,31.94,59.51,0
Sugarcane,33,12.58,32.01,71.8,1
Wheat,102,85.82,17.23,63.13,0
Potato,111,35.63,20.69,82.61,0
Sugarcane,16,53.33,29.31,76.03,0
Potato,56,40.11,14.54,68.82,0
Sugarcane,9,70.49,37.68,64.38,0
Cotton,135,48.13,26.58,50.73,0
Cotton,27,20.94,32.36,44.72,1
Cotton,37,62.58,27.0,71.07,0
Wheat,133,20.13,31.09,60.17,1
Sugarcane,27,14.82,22.46,65.86,1
Maize,147,33.91,23.8,61.05,1
Potato,136,92.76,13.22,62.63,0
Potato,95,74.79,33.52,81.36,0
Cotton,63,37.97,31.47,58.38,0
Wheat,115,39.78,22.96,50.52,0
Potato,147,70.26,21.36,54.15,0
Rice,145,72.87,30.0,79.98,0
Sugarcane,124,30.6,29.64,82.43,1
Wheat,122,86.1,16.54,64.57,0
Potato,49,86.5,17.6,69.14,0
Rice,98,48.02,26.25,101.15,1
Maize,148,19.03,25.87,68.73,1
Cotton,58,16.38,26.25,65.56,1
Maize,26,64.27,21.88,70.13,0
Potato,34,66.23,18.35,59.41,0
Maize,57,75.05,32.69,69.26,0
Potato,116,82.77,23.77,52.43,0
Rice,46,37.1,29.51,66.02,1
Maize,25,15.75,36.3,60.59,1
Cotton,69,83.73,36.33,47.45,1
Potato,47,55.78,21.8,63.5,0
Cotton,113,20.04,17.79,54.09,1
Cotton,145,74.05,27.14,36.13,0
Sugarcane,139,86.08,34.23,51.95,0
Wheat,52,75.81,25.18,48.38,1
Sugarcane,80,58.83,31.21,64.08,0
Sugarcane,121,20.32,26.04,73.4,1
Cotton,60,39.24,23.73,56.03,0
Potato,7,35.72,14.89,76.25,0
Rice,93,77.81,33.44,69.92,0
Wheat,125,40.73,16.92,72.86,0
Wheat,18,30.37,18.5,57.04,0
Maize,60,49.77,27.28,77.34,0
Wheat,126,17.99,27.73,70.15,1
Wheat,20,43.2,22.53,61.49,0
Potato,45,12.84,12.9,55.59,1
Cotton,91,74.42,21.94,49.74,0
Wheat,71,21.4,28.93,63.33,1
Cotton,130,21.9,30.55,83.82,1
Sugarcane,76,42.45,30.53,68.39,0
Rice,127,58.02,28.22,80.7,1
Wheat,105,55.8,22.24,40.18,0
Wheat,124,56.15,7.0,47.64,0
Potato,98,56.01,21.44,75.92,0
Maize,113,59.16,24.54,60.86,0
Maize,134,77.45,31.71,61.7,0
Cotton,55,31.35,35.92,64.37,0
Sugarcane,104,92.75,29.82,59.7,0
Rice,113,31.1,23.72,85.8,1
Cotton,41,88.51,23.68,77.46,0
Rice,27,19.89,27.36,86.87,1
Sugarcane,102,66.43,29.58,72.17,0
Potato,101,66.86,20.24,57.52,0
Sugarcane,127,23.5,35.0,67.46,1
Cotton,52,66.74,29.34,56.45,0
Rice,68,92.54,26.8,83.07,0
Maize,115,50.49,23.98,76.75,0
Rice,53,68.29,25.27,76.99,0
Maize,103,43.0,21.93,80.72,0
Wheat,5,17.09,12.59,61.58,1
Cotton,66,60.48,34.77,47.82,0
Rice,2,34.92,22.83,91.21,1
Potato,116,12.18,16.19,55.39,1
Maize,101,82.76,18.77,54.87,0
Maize,19,52.41,23.83,57.05,0
Wheat,9,37.18,24.27,69.03,0
Sugarcane,116,49.73,29.22,71.42,0
Rice,20,93.64,29.24,66.61,0
Wheat,119,11.84,15.1,65.95,1
Wheat,65,84.18,26.81,58.06,0
Sugarcane,114,36.27,24.65,71.35,1
Rice,22,88.96,30.46,72.09,0
Maize,6,48.79,21.5,69.81,0
Sugarcane,111,59.42,36.94,82.04,0
Potato,101,47.92,25.85,75.27,0
Maize,112,28.88,24.92,62.36,1
Cotton,33,91.97,33.7,65.34,0
Potato,37,22.13,24.5,52.76,1
Potato,92,58.05,20.01,59.22,0
Rice,105,74.62,36.01,82.76,0
Sugarcane,10,40.24,37.35,69.44,0
Potato,115,22.18,27.3,79.12,1
Cotton,59,66.01,28.81,98.07,0
Wheat,84,85.24,18.44,54.78,0
Sugarcane,17,33.41,34.45,81.92,1
Maize,131,73.1,24.02,74.93,0
Cotton,15,28.94,38.36,70.71,0
Rice,36,12.92,29.57,74.52,1
Sugarcane,102,94.97,30.73,68.83,0
Maize,83,45.64,22.89,66.57,0
Wheat,104,88.71,18.43,70.87,0
Potato,17,78.39,17.52,68.34,0
Sugarcane,65,62.41,34.04,60.72,0
Potato,58,26.72,20.73,75.36,1
Cotton,78,87.01,42.37,77.54,0
Rice,79,69.4,38.03,94.32,0
Maize,130,62.51,21.4,57.36,0
Potato,74,32.25,20.4,81.2,1
Cotton,136,61.16,30.37,64.16,0
Sugarcane,50,26.54,31.84,64.04,1
Potato,3,68.76,28.37,65.25,0
Wheat,101,48.33,19.26,51.43,0
Maize,68,82.1,21.86,67.07,0
Sugarcane,126,69.5,31.71,53.4,0
Rice,53,24.24,34.8,60.11,1
Wheat,35,66.74,20.9,65.21,0
Maize,51,56.06,23.23,73.77,0
Rice,55,71.12,30.37,74.58,0
Wheat,112,66.24,17.6,51.4,0
Cotton,76,17.74,24.43,62.44,1
Sugarcane,20,19.29,32.87,74.9,1
Cotton,43,84.3,26.44,59.67,0
Rice,71,77.82,30.16,79.02,0
Rice,47,57.39,31.17,70.01,1
Sugarcane,40,15.55,37.66,56.41,1
Sugarcane,38,46.87,33.57,76.91,0
Rice,61,87.84,36.79,69.17,1
Potato,44,40.34,23.06,79.53,0
Wheat,70,75.05,12.75,65.15,0
Potato,101,69.3,20.75,60.0,0
Maize,23,26.83,31.05,68.25,1
Wheat,14,61.2,26.32,74.43,0
Sugarcane,89,62.61,24.14,77.43,0
Maize,123,35.66,24.46,70.69,0
Sugarcane,41,76.15,23.96,63.36,0
Rice,66,68.13,32.65,65.6,0
Potato,116,76.2,24.9,66.78,0
Rice,115,56.84,30.48,78.81,1
Rice,55,35.14,24.42,80.25,1
Wheat,103,32.5,23.84,64.47,0
Rice,99,38.58,32.62,94.88,1
Wheat,29,48.04,25.63,72.65,0
Maize,44,13.82,27.83,82.93,1
Cotton,119,78.93,39.61,60.18,0
Sugarcane,17,92.48,24.71,71.88,0
Potato,81,59.31,21.13,46.3,0
Cotton,18,14.73,34.58,68.95,1
Sugarcane,54,84.68,30.7,65.79,0
Maize,109,64.96,26.96,73.81,0
Sugarcane,133,72.26,22.41,59.23,0
Wheat,64,31.43,20.41,40.58,0
Sugarcane,3,73.74,31.11,75.16,0
Cotton,57,51.38,33.48,61.75,0
Cotton,25,34.54,33.46,61.57,0
Rice,21,87.03,27.68,54.54,0
Maize,80,79.76,24.16,62.89,0
Potato,103,87.05,21.47,52.98,0
Rice,43,34.54,30.93,65.3,1
Wheat,72,36.8,18.35,58.97,0
Wheat,65,15.4,18.32,47.31,1
Wheat,148,70.63,23.88,38.76,0
Rice,67,71.46,36.79,82.71,0
Sugarcane,32,33.34,40.66,79.77,1
Cotton,52,11.98,27.32,57.69,1
Sugarcane,53,75.86,28.21,64.42,0
Potato,113,33.73,20.61,72.37,1
Cotton,32,82.48,34.8,61.67,0
Maize,11,78.95,31.24,79.05,0
Wheat,55,89.86,22.04,53.4,0
Potato,92,80.62,14.32,64.39,0
Maize,126,29.8,38.36,56.12,1
Maize,80,34.47,30.62,69.23,1
Sugarcane,13,31.19,36.21,55.86,1
Potato,78,34.33,18.97,93.37,1
Rice,145,63.95,30.61,83.64,0
Cotton,142,12.22,27.15,71.14,1
Potato,95,68.04,17.35,70.93,0
Potato,51,67.08,23.28,77.27,0
Maize,128,55.87,26.25,32.87,0
Cotton,87,51.92,26.37,57.81,0
Sugarcane,78,59.17,30.37,62.16,0
Cotton,99,48.36,28.48,66.02,0
Rice,31,28.5,32.5,66.54,1
Potato,43,69.41,16.86,66.18,0
Rice,90,10.96,33.61,81.94,1
Maize,53,71.94,32.25,63.22,0
Cotton,126,50.75,29.9,62.04,0
Wheat,74,13.7,17.95,59.42,1
Cotton,55,89.88,29.55,34.97,0
Sugarcane,104,52.06,30.28,68.47,0
Potato,86,47.51,30.6,66.57,0
Maize,45,67.09,23.62,67.21,0
Wheat,73,39.43,15.22,57.63,0
Wheat,15,30.82,21.73,67.59,0
Wheat,141,57.2,29.32,35.54,0
Maize,142,86.26,24.0,79.87,0
Wheat,9,51.91,18.27,41.01,0
Rice,148,33.32,20.14,76.0,1
Maize,118,72.08,18.35,61.14,0
Sugarcane,84,32.95,27.36,77.79,1
Sugarcane,102,50.16,33.02,58.34,0
Maize,84,37.92,24.04,56.04,0
Sugarcane,14,55.39,27.29,65.92,0
Sugarcane,141,77.69,23.39,72.55,0
Sugarcane,108,61.44,29.23,66.98,0
Rice,9,43.08,29.58,85.98,1
Wheat,70,15.0,13.83,75.53,1
Rice,98,23.55,33.49,80.44,1
Sugarcane,82,34.03,24.62,72.69,1
Rice,55,72.59,25.94,76.57,0
Wheat,85,65.8,12.0,60.58,0
Rice,109,68.56,24.99,100.59,0
Rice,68,84.19,25.45,64.5,0
Sugarcane,11,38.0,34.09,68.08,1
Cotton,28,24.98,34.23,59.97,1
Cotton,3,12.65,34.11,41.47,1
Wheat,3,70.02,20.62,71.86,0
Potato,124,23.61,10.25,72.0,1
Maize,17,17.6,30.97,79.31,1
Rice,82,21.62,27.92,81.68,1
Wheat,57,78.44,22.8,74.29,0
Maize,49,44.75,23.55,70.71,0
Sugarcane,56,37.11,32.42,80.42,1
Maize,15,40.78,22.98,73.1,0
Maize,140,65.89,24.51,64.22,0
Sugarcane,139,45.23,32.92,72.29,0
Sugarcane,147,12.85,20.78,72.4,1
Rice,46,45.24,29.21,76.73,1
Rice,55,30.89,39.92,82.83,1
Rice,27,65.06,19.59,90.01,0
Maize,87,22.44,23.4,63.88,1
Sugarcane,57,43.26,25.07,70.23,0
Sugarcane,3,71.54,27.29,77.25,0
Wheat,60,58.11,22.15,46.14,0
Potato,18,28.32,15.44,71.11,1
Maize,68,63.23,15.45,56.98,0
Potato,5,91.14,24.23,64.4,0
Potato,29,71.2,14.34,70.84,0
Wheat,80,28.34,14.91,89.31,1
Maize,28,59.3,26.11,64.13,0
Wheat,33,57.27,18.46,59.1,0
Maize,15,52.82,31.82,78.62,0
Potato,20,82.01,12.94,60.54,0
Maize,91,44.1,22.93,65.28,0
Cotton,9,37.08,28.1,60.26,0
Potato,70,26.61,19.04,72.02,1
Rice,21,72.98,34.93,65.87,0
Cotton,137,81.54,29.5,64.83,0
Rice,51,50.89,29.39,96.9,1
Cotton,31,33.49,38.47,65.5,0
Maize,5,77.29,22.15,74.44,0
Sugarcane,63,41.54,41.07,69.09,0
Cotton,43,58.41,26.05,42.51,0
Cotton,44,54.32,30.84,51.66,0
Cotton,10,37.31,21.57,55.44,0
Rice,76,41.7,36.72,73.45,1
Sugarcane,37,31.89,27.26,68.62,1
Cotton,93,15.37,29.98,42.98,1
Maize,58,80.75,18.92,54.22,0
Rice,89,35.92,26.42,61.27,1
Sugarcane,21,26.86,29.12,62.2,1
Rice,123,69.43,35.58,68.62,1
Sugarcane,98,45.22,24.1,51.62,0
Wheat,39,53.28,19.14,66.84,0
Cotton,4,34.74,26.07,48.6,0
Wheat,63,37.41,16.29,56.26,0
Wheat,26,26.21,27.73,71.21,1
Maize,109,31.25,29.07,59.62,1
Rice,10,94.94,30.64,100.59,0
Potato,143,68.8,18.14,78.48,0
Sugarcane,27,54.89,23.21,86.94,0
Potato,58,15.8,16.88,59.28,1
Maize,131,76.32,19.08,76.94,0
Maize,57,20.91,25.74,73.61,1
Rice,13,72.74,36.76,71.52,0
Potato,87,45.69,16.15,60.79,0
Cotton,30,16.54,19.11,46.48,1
Wheat,77,61.32,19.92,73.66,0
Potato,7,39.61,37.94,78.03,0
Sugarcane,25,21.75,30.76,77.21,1
Rice,81,65.16,36.49,76.88,0
Wheat,93,42.63,16.52,59.49,0
Wheat,20,62.13,26.64,63.85,0
Maize,66,17.43,21.64,70.49,1
Cotton,130,37.34,27.36,51.53,0
Maize,133,31.03,24.47,66.18,1
Maize,90,14.72,30.68,78.44,1
Wheat,143,17.61,22.5,62.84,1
Potato,52,63.4,18.82,64.64,0
Rice,86,92.02,18.08,81.42,0
Potato,114,70.0,22.25,59.21,0
Maize,91,87.62,33.72,75.09,0
Wheat,37,16.03,11.97,55.25,1
Cotton,133,80.26,26.22,53.6,0
Maize,29,94.44,20.16,66.71,0
Rice,141,88.99,30.24,70.13,0
Wheat,21,46.93,20.66,63.06,0
Maize,45,26.66,19.09,61.74,1
Rice,136,79.09,24.62,70.23,0
Potato,26,35.44,24.3,70.52,0
Maize,122,72.73,25.87,55.3,0
Maize,52,58.39,30.92,73.14,0
Sugarcane,32,68.53,28.58,81.0,0
Potato,73,42.17,19.12,71.04,0
Maize,78,28.95,31.43,69.46,1
Wheat,77,26.76,24.35,64.06,1
Potato,140,11.79,22.23,68.55,1
Potato,40,81.69,19.85,57.03,0
Potato,89,62.65,28.95,69.77,0
Wheat,46,78.69,17.2,87.66,0
Sugarcane,92,71.52,33.25,56.02,0
Cotton,67,38.21,36.07,66.65,0
Potato,145,35.88,20.88,54.57,0
Wheat,2,79.24,23.52,42.37,0
Potato,5,28.36,16.98,76.14,1
Cotton,87,73.4,34.1,47.36,0
Sugarcane,97,44.32,29.29,73.53,0
Maize,124,66.91,27.34,67.18,0
Sugarcane,60,77.9,31.27,69.63,0
Maize,67,93.3,29.4,58.6,0
Sugarcane,22,87.58,28.58,69.91,0
Sugarcane,74,25.55,31.02,70.14,1
Potato,53,24.19,15.45,75.49,1
Maize,55,51.67,28.06,57.56,0
Potato,148,31.83,18.0,67.53,1
Maize,44,54.28,32.84,71.07,0
Potato,68,52.42,20.76,83.52,0
Maize,10,70.52,29.41,83.87,0
Rice,107,27.88,28.48,82.23,1
Cotton,102,45.09,29.4,68.96,0
Maize,54,11.87,25.9,74.41,1
Rice,61,51.84,41.6,75.37,1
Rice,109,44.52,27.76,88.98,1
Cotton,73,22.8,30.46,66.95,1
Wheat,10,46.22,22.4,67.77,0
Wheat,48,10.56,18.73,62.07,1
Rice,48,39.08,30.7,79.94,1
Sugarcane,17,59.25,23.99,58.34,0
Wheat,144,65.56,15.75,68.61,0
Maize,85,34.16,24.45,82.65,1
Cotton,27,21.71,37.08,59.97,1
Maize,21,24.78,23.43,71.06,1
Cotton,68,90.69,34.66,64.63,0
Cotton,72,10.95,34.38,58.07,1
Maize,59,44.68,27.63,78.19,0
Maize,25,38.6,27.95,72.23,0
Maize,138,25.69,27.57,63.47,1
Rice,68,77.11,33.81,74.21,0
Potato,11,23.16,19.79,67.33,1
Sugarcane,143,54.14,28.93,59.04,0
Wheat,70,37.99,19.72,68.33,0
Cotton,66,23.51,25.41,53.22,1
Potato,60,79.76,31.82,59.46,1
Maize,121,41.47,23.49,65.11,0
Maize,38,28.52,26.77,68.39,1
Maize,102,60.3,27.86,48.56,0
Sugarcane,28,85.63,33.13,62.65,0
Sugarcane,93,92.57,30.89,61.58,0
Rice,10,26.59,26.3,82.55,1
Maize,47,19.68,21.38,85.19,1
Maize,66,57.84,20.18,61.61,0
Sugarcane,140,81.2,41.29,74.98,0
Cotton,130,63.48,34.64,73.77,0
Wheat,133,38.27,23.12,55.0,0
Sugarcane,27,12.29,35.03,76.91,1
Maize,61,42.19,22.76,80.55,0
Sugarcane,76,72.19,26.41,77.37,0
Potato,23,55.85,21.5,56.06,0
Rice,65,66.86,22.42,94.29,0
Cotton,89,56.42,33.17,67.32,0
Wheat,77,78.0,28.22,56.24,0
Sugarcane,15,61.81,27.1,76.8,0
Cotton,145,27.36,26.3,53.95,0
Cotton,76,68.86,36.96,64.25,0
Maize,22,48.63,19.96,55.51,0
Wheat,75,58.83,16.14,39.72,0
Cotton,54,28.1,24.98,66.47,0
Potato,90,51.42,16.91,65.75,0
